,Zeitstempel,Wert
931,201802081900.0,-3.0
932,201802082000.0,-3.4
933,201802082100.0,-3.4
934,201802082200.0,-4.3
935,201802082300.0,-4.6
936,201802090000.0,-4.6
937,201802090100.0,-4.7
938,201802090200.0,-5.4
939,201802090300.0,-5.4
940,201802090400.0,-5.3
941,201802090500.0,-5.1
942,201802090600.0,-4.8
943,201802090700.0,-4.7
944,201802090800.0,-3.7
945,201802090900.0,-2.4
946,201802091000.0,-1.4
947,201802091100.0,-0.8
948,201802091200.0,-0.1
949,201802091300.0,0.8
950,201802091400.0,1.2
951,201802091500.0,0.7
952,201802091600.0,0.1
953,201802091700.0,-0.8
954,201802091800.0,-1.4
955,201802091900.0,-1.5
956,201802092000.0,-1.9
957,201802092100.0,-2.4
958,201802092200.0,-3.3
959,201802092300.0,-4.2
960,201802100000.0,-4.4
961,201802100100.0,-4.6
962,201802100200.0,-5.1
963,201802100300.0,-4.8
964,201802100400.0,-4.9
965,201802100500.0,-5.2
966,201802100600.0,-5.0
967,201802100700.0,-4.6
968,201802100800.0,-3.9
969,201802100900.0,-0.7
970,201802101000.0,0.7
971,201802101100.0,1.1
972,201802101200.0,1.3
973,201802101300.0,1.3
974,201802101400.0,1.4
975,201802101500.0,1.5
976,201802101600.0,1.5
977,201802101700.0,1.3
978,201802101800.0,1.2
979,201802101900.0,1.4
980,201802102000.0,1.6
981,201802102100.0,1.6
982,201802102200.0,1.6
983,201802102300.0,1.9
984,201802110000.0,1.1
985,201802110100.0,0.9
986,201802110200.0,0.8
987,201802110300.0,1.6
988,201802110400.0,1.6
989,201802110500.0,1.7
990,201802110600.0,1.7
991,201802110700.0,0.9
992,201802110800.0,1.5
993,201802110900.0,1.5
994,201802111000.0,2.2
995,201802111100.0,2.6
996,201802111200.0,2.9
997,201802111300.0,3.8
998,201802111400.0,3.0
999,201802111500.0,3.8
1000,201802111600.0,3.4
1001,201802111700.0,3.1
1002,201802111800.0,2.7
1003,201802111900.0,3.3
1004,201802112000.0,2.7
1005,201802112100.0,2.3
1006,201802112200.0,1.5
1007,201802112300.0,1.6
1008,201802120000.0,1.7
1009,201802120100.0,1.9
1010,201802120200.0,1.8
1011,201802120300.0,1.4
1012,201802120400.0,1.5
1013,201802120500.0,1.5
1014,201802120600.0,1.2
1015,201802120700.0,0.8
1016,201802120800.0,1.2
1017,201802120900.0,1.8
1018,201802121000.0,2.0
1019,201802121100.0,2.1
1020,201802121200.0,2.8
1021,201802121300.0,3.0
1022,201802121400.0,3.7
1023,201802121500.0,3.1
1024,201802121600.0,1.5
1025,201802121700.0,0.5
1026,201802121800.0,-0.2
1027,201802121900.0,-0.1
1028,201802122000.0,-0.1
1029,201802122100.0,-0.3
1030,201802122200.0,-0.4
1031,201802122300.0,-0.9
1032,201802130000.0,-1.0
1033,201802130100.0,-0.7
1034,201802130200.0,-0.9
1035,201802130300.0,-1.0
1036,201802130400.0,-1.0
1037,201802130500.0,-1.2
1038,201802130600.0,-1.5
1039,201802130700.0,-1.7
1040,201802130800.0,-0.9
1041,201802130900.0,0.5
1042,201802131000.0,1.6
1043,201802131100.0,3.1
1044,201802131200.0,3.4
1045,201802131300.0,4.0
1046,201802131400.0,4.4
1047,201802131500.0,4.3
1048,201802131600.0,3.7
1049,201802131700.0,2.1
1050,201802131800.0,1.4
1051,201802131900.0,0.8
