,Zeitstempel,Wert
0,201701010000.0,4.6
1,201701010100.0,5.0
2,201701010200.0,4.9
3,201701010300.0,3.6
4,201701010400.0,2.6
5,201701010500.0,2.0
6,201701010600.0,2.1
7,201701010700.0,2.2
8,201701010800.0,2.2
9,201701010900.0,1.7
10,201701011000.0,1.9
11,201701011100.0,2.2
12,201701011200.0,2.1
13,201701011300.0,2.2
14,201701011400.0,3.0
15,201701011500.0,2.0
16,201701011600.0,1.2
17,201701011700.0,0.0
18,201701011800.0,-0.2
19,201701011900.0,0.9
20,201701012000.0,0.5
21,201701012100.0,1.1
22,201701012200.0,0.7
23,201701012300.0,0.3
24,201701020000.0,0.2
25,201701020100.0,0.2
26,201701020200.0,0.2
27,201701020300.0,0.3
28,201701020400.0,0.7
29,201701020500.0,0.8
30,201701020600.0,0.9
31,201701020700.0,1.0
32,201701020800.0,1.1
33,201701020900.0,1.1
34,201701021000.0,1.3
35,201701021100.0,1.8
36,201701021200.0,2.1
37,201701021300.0,2.6
38,201701021400.0,2.2
39,201701021500.0,1.6
40,201701021600.0,1.0
41,201701021700.0,1.2
42,201701021800.0,1.1
43,201701021900.0,0.7
44,201701022000.0,1.1
45,201701022100.0,1.4
46,201701022200.0,1.4
47,201701022300.0,1.7
48,201701030000.0,1.7
49,201701030100.0,2.0
50,201701030200.0,1.9
51,201701030300.0,2.4
52,201701030400.0,2.4
53,201701030500.0,2.4
54,201701030600.0,2.1
55,201701030700.0,2.4
56,201701030800.0,2.5
57,201701030900.0,2.9
58,201701031000.0,3.3
59,201701031100.0,3.5
60,201701031200.0,3.6
61,201701031300.0,3.7
62,201701031400.0,3.5
63,201701031500.0,3.2
64,201701031600.0,2.8
65,201701031700.0,2.9
66,201701031800.0,2.9
67,201701031900.0,3.6
68,201701032000.0,4.0
69,201701032100.0,4.0
70,201701032200.0,4.0
71,201701032300.0,4.3
72,201701040000.0,4.6
73,201701040100.0,5.2
74,201701040200.0,5.7
75,201701040300.0,5.9
76,201701040400.0,5.5
77,201701040500.0,5.0
78,201701040600.0,4.2
79,201701040700.0,4.1
80,201701040800.0,3.4
81,201701040900.0,4.1
82,201701041000.0,2.0
83,201701041100.0,2.2
84,201701041200.0,3.6
85,201701041300.0,3.0
86,201701041400.0,3.2
87,201701041500.0,3.0
88,201701041600.0,2.7
89,201701041700.0,2.1
90,201701041800.0,1.2
91,201701041900.0,1.4
92,201701042000.0,1.7
93,201701042100.0,0.6
94,201701042200.0,0.1
95,201701042300.0,-0.2
96,201701050000.0,-0.4
97,201701050100.0,-1.3
98,201701050200.0,-2.8
99,201701050300.0,-2.7
100,201701050400.0,-3.1
101,201701050500.0,-3.4
102,201701050600.0,-4.0
103,201701050700.0,-4.1
104,201701050800.0,-3.9
105,201701050900.0,-2.9
106,201701051000.0,-1.9
107,201701051100.0,-1.6
108,201701051200.0,-1.3
109,201701051300.0,-1.5
110,201701051400.0,-1.8
111,201701051500.0,-2.1
112,201701051600.0,-3.3
113,201701051700.0,-4.4
114,201701051800.0,-4.6
115,201701051900.0,-5.7
116,201701052000.0,-5.9
117,201701052100.0,-6.9
118,201701052200.0,-6.9
119,201701052300.0,-8.1
120,201701060000.0,-8.7
121,201701060100.0,-9.6
122,201701060200.0,-9.7
123,201701060300.0,-10.0
124,201701060400.0,-10.4
125,201701060500.0,-10.5
126,201701060600.0,-10.1
127,201701060700.0,-10.4
128,201701060800.0,-10.5
129,201701060900.0,-8.9
130,201701061000.0,-6.7
131,201701061100.0,-4.6
132,201701061200.0,-4.5
133,201701061300.0,-4.1
134,201701061400.0,-4.1
135,201701061500.0,-4.5
136,201701061600.0,-5.6
137,201701061700.0,-5.9
138,201701061800.0,-6.3
139,201701061900.0,-6.7
140,201701062000.0,-6.8
141,201701062100.0,-6.1
142,201701062200.0,-5.6
143,201701062300.0,-5.2
144,201701070000.0,-5.1
145,201701070100.0,-5.1
146,201701070200.0,-4.8
147,201701070300.0,-4.6
148,201701070400.0,-4.3
149,201701070500.0,-4.2
150,201701070600.0,-4.1
151,201701070700.0,-3.9
152,201701070800.0,-3.1
153,201701070900.0,-2.5
154,201701071000.0,-2.1
155,201701071100.0,-1.8
156,201701071200.0,-1.4
157,201701071300.0,-1.4
158,201701071400.0,-1.5
