,Zeitstempel,Wert
562,202001062030.0,2.25
563,202001062045.0,2.275
564,202001062100.0,2.3
565,202001062115.0,2.2249999999999996
566,202001062130.0,2.15
567,202001062145.0,2.075
568,202001062200.0,2.0
569,202001062215.0,1.95
570,202001062230.0,1.9
571,202001062245.0,1.85
572,202001062300.0,1.8
573,202001062315.0,1.725
574,202001062330.0,1.65
575,202001062345.0,1.575
576,202001070000.0,1.5
577,202001070015.0,1.9
578,202001070030.0,2.3
579,202001070045.0,2.7
580,202001070100.0,3.1
581,202001070115.0,3.4
582,202001070130.0,3.7
583,202001070145.0,4.0
584,202001070200.0,4.3
585,202001070215.0,4.225
586,202001070230.0,4.15
587,202001070245.0,4.075
588,202001070300.0,4.0
589,202001070315.0,3.95
590,202001070330.0,3.9
591,202001070345.0,3.8499999999999996
592,202001070400.0,3.8
593,202001070415.0,3.875
594,202001070430.0,3.9499999999999997
595,202001070445.0,4.0249999999999995
596,202001070500.0,4.1
597,202001070515.0,4.175
598,202001070530.0,4.25
599,202001070545.0,4.325
600,202001070600.0,4.4
601,202001070615.0,4.4750000000000005
602,202001070630.0,4.550000000000001
603,202001070645.0,4.625
604,202001070700.0,4.7
605,202001070715.0,4.775
606,202001070730.0,4.85
607,202001070745.0,4.925
608,202001070800.0,5.0
609,202001070815.0,5.1
610,202001070830.0,5.2
611,202001070845.0,5.300000000000001
612,202001070900.0,5.4
613,202001070915.0,5.525
614,202001070930.0,5.65
615,202001070945.0,5.775
616,202001071000.0,5.9
617,202001071015.0,6.075
618,202001071030.0,6.25
619,202001071045.0,6.425
620,202001071100.0,6.6
621,202001071115.0,6.75
622,202001071130.0,6.9
623,202001071145.0,7.05
624,202001071200.0,7.2
625,202001071215.0,7.2
626,202001071230.0,7.2
627,202001071245.0,7.2
628,202001071300.0,7.2
629,202001071315.0,7.275
630,202001071330.0,7.35
631,202001071345.0,7.425
632,202001071400.0,7.5
633,202001071415.0,7.425
634,202001071430.0,7.35
635,202001071445.0,7.275
636,202001071500.0,7.2
637,202001071515.0,6.85
638,202001071530.0,6.5
639,202001071545.0,6.15
640,202001071600.0,5.8
641,202001071615.0,5.8
642,202001071630.0,5.8
643,202001071645.0,5.8
644,202001071700.0,5.8
645,202001071715.0,5.7
646,202001071730.0,5.6
647,202001071745.0,5.5
648,202001071800.0,5.4
649,202001071815.0,5.575
650,202001071830.0,5.75
651,202001071845.0,5.925
652,202001071900.0,6.1
653,202001071915.0,6.1499999999999995
654,202001071930.0,6.199999999999999
655,202001071945.0,6.25
656,202001072000.0,6.3
657,202001072015.0,6.3
658,202001072030.0,6.3
659,202001072045.0,6.3
660,202001072100.0,6.3
661,202001072115.0,6.35
662,202001072130.0,6.4
663,202001072145.0,6.45
664,202001072200.0,6.5
665,202001072215.0,6.5
666,202001072230.0,6.5
667,202001072245.0,6.5
668,202001072300.0,6.5
669,202001072315.0,6.375
670,202001072330.0,6.25
671,202001072345.0,6.125
672,202001080000.0,6.0
673,202001080015.0,6.025
674,202001080030.0,6.05
675,202001080045.0,6.074999999999999
676,202001080100.0,6.1
677,202001080115.0,6.2749999999999995
678,202001080130.0,6.449999999999999
679,202001080145.0,6.625
680,202001080200.0,6.8
681,202001080215.0,6.975
682,202001080230.0,7.15
683,202001080245.0,7.325
684,202001080300.0,7.5
685,202001080315.0,7.55
686,202001080330.0,7.6
687,202001080345.0,7.65
688,202001080400.0,7.7
689,202001080415.0,7.825
690,202001080430.0,7.949999999999999
691,202001080445.0,8.075
692,202001080500.0,8.2
693,202001080515.0,8.174999999999999
694,202001080530.0,8.149999999999999
695,202001080545.0,8.125
696,202001080600.0,8.1
697,202001080615.0,7.925
698,202001080630.0,7.75
699,202001080645.0,7.575
700,202001080700.0,7.4
701,202001080715.0,7.45
702,202001080730.0,7.5
703,202001080745.0,7.55
704,202001080800.0,7.6
705,202001080815.0,7.9
706,202001080830.0,8.2
707,202001080845.0,8.5
708,202001080900.0,8.8
709,202001080915.0,8.75
710,202001080930.0,8.7
711,202001080945.0,8.65
712,202001081000.0,8.6
713,202001081015.0,8.9
714,202001081030.0,9.2
715,202001081045.0,9.5
716,202001081100.0,9.8
717,202001081115.0,9.850000000000001
718,202001081130.0,9.9
719,202001081145.0,9.95
720,202001081200.0,10.0
721,202001081215.0,10.0
722,202001081230.0,10.0
723,202001081245.0,10.0
724,202001081300.0,10.0
725,202001081315.0,10.125
726,202001081330.0,10.25
727,202001081345.0,10.375
728,202001081400.0,10.5
729,202001081415.0,10.225
730,202001081430.0,9.95
731,202001081445.0,9.675
732,202001081500.0,9.4
733,202001081515.0,9.625
734,202001081530.0,9.850000000000001
735,202001081545.0,10.075000000000001
736,202001081600.0,10.3
737,202001081615.0,10.075000000000001
738,202001081630.0,9.850000000000001
739,202001081645.0,9.625
740,202001081700.0,9.4
741,202001081715.0,9.25
742,202001081730.0,9.100000000000001
743,202001081745.0,8.950000000000001
744,202001081800.0,8.8
745,202001081815.0,8.875
746,202001081830.0,8.95
747,202001081845.0,9.025
748,202001081900.0,9.1
749,202001081915.0,9.175
750,202001081930.0,9.25
751,202001081945.0,9.325
752,202001082000.0,9.4
753,202001082015.0,9.55
754,202001082030.0,9.7
755,202001082045.0,9.85
756,202001082100.0,10.0
757,202001082115.0,9.975
758,202001082130.0,9.95
759,202001082145.0,9.925
760,202001082200.0,9.9
761,202001082215.0,9.85
762,202001082230.0,9.8
763,202001082245.0,9.75
764,202001082300.0,9.7
765,202001082315.0,9.625
766,202001082330.0,9.55
767,202001082345.0,9.475
768,202001090000.0,9.4
769,202001090015.0,9.275
770,202001090030.0,9.15
771,202001090045.0,9.025
772,202001090100.0,8.9
773,202001090115.0,8.875
774,202001090130.0,8.850000000000001
775,202001090145.0,8.825000000000001
776,202001090200.0,8.8
777,202001090215.0,8.75
778,202001090230.0,8.7
779,202001090245.0,8.65
780,202001090300.0,8.6
781,202001090315.0,8.5
782,202001090330.0,8.399999999999999
783,202001090345.0,8.299999999999999
784,202001090400.0,8.2
785,202001090415.0,8.25
786,202001090430.0,8.3
787,202001090445.0,8.35
788,202001090500.0,8.4
789,202001090515.0,8.375
790,202001090530.0,8.350000000000001
791,202001090545.0,8.325000000000001
792,202001090600.0,8.3
793,202001090615.0,8.3
794,202001090630.0,8.3
795,202001090645.0,8.3
796,202001090700.0,8.3
797,202001090715.0,8.425
